Call Number,Unit ID,Incident Number,Call Type,Call Date,Watch Date,Received DtTm,Entry DtTm,Dispatch DtTm,Response DtTm,On Scene DtTm,Transport DtTm,Hospital DtTm,Call Final Disposition,Available DtTm,Address,City,Zipcode of Incident,Battalion,Station Area,Box,Original Priority,Priority,Final Priority,ALS Unit,Call Type Group,Number of Alarms,Unit Type,Unit sequence in call dispatch,Fire Prevention District,Supervisor District,Neighborhooods - Analysis Boundaries,Location,RowID
190822122,RC1,19035055,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:31:32 PM,03/23/2019 02:31:32 PM,03/23/2019 02:37:25 PM,03/23/2019 02:38:09 PM,03/23/2019 02:43:55 PM,,,Patient Declined Transport,03/23/2019 02:55:33 PM,700 Block of MARKET ST,San Francisco,94108,B01,13,1241,A,2,2,true,Non Life-threatening,1,RESCUE CAPTAIN,2,1,3,Financial District/South Beach,"(37.787256092799346, -122.40409466245012)",190822122-RC1
190822122,AM106,19035055,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:31:32 PM,03/23/2019 02:31:32 PM,03/23/2019 02:37:25 PM,03/23/2019 02:37:53 PM,,,,Patient Declined Transport,03/23/2019 02:49:10 PM,700 Block of MARKET ST,San Francisco,94108,B01,13,1241,A,2,2,false,Non Life-threatening,1,PRIVATE,3,1,3,Financial District/South Beach,"(37.787256092799346, -122.40409466245012)",190822122-AM106
190822122,85,19035055,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:31:32 PM,03/23/2019 02:31:32 PM,03/23/2019 02:31:51 PM,03/23/2019 02:31:55 PM,03/23/2019 02:43:24 PM,,,Patient Declined Transport,03/23/2019 02:57:16 PM,700 Block of MARKET ST,San Francisco,94108,B01,13,1241,A,2,2,true,Non Life-threatening,1,MEDIC,1,1,3,Financial District/South Beach,"(37.787256092799346, -122.40409466245012)",190822122-85
190822116,KM06,19035054,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:28:17 PM,03/23/2019 02:30:33 PM,03/23/2019 02:30:50 PM,03/23/2019 02:31:20 PM,03/23/2019 02:37:11 PM,03/23/2019 02:55:48 PM,03/23/2019 03:29:53 PM,Code 2 Transport,03/23/2019 04:00:44 PM,5600 Block of DIAMOND HEIGHTS BLVD,San Francisco,94131,B06,26,8173,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,8,Glen Park,"(37.738392954643096, -122.43849858265838)",190822116-KM06
190822116,E26,19035054,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:28:17 PM,03/23/2019 02:30:33 PM,03/23/2019 02:30:50 PM,03/23/2019 02:32:16 PM,03/23/2019 02:34:38 PM,,,Code 2 Transport,03/23/2019 02:51:01 PM,5600 Block of DIAMOND HEIGHTS BLVD,San Francisco,94131,B06,26,8173,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,6,8,Glen Park,"(37.738392954643096, -122.43849858265838)",190822116-E26
190822107,E02,19035053,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:24:39 PM,03/23/2019 02:27:55 PM,03/23/2019 02:28:22 PM,03/23/2019 02:28:31 PM,03/23/2019 02:36:04 PM,,,Code 2 Transport,03/23/2019 03:04:49 PM,STOCKTON ST/WASHINGTON ST,San Francisco,94108,B01,02,1331,2,2,2,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,"(37.79494068644218, -122.4080791022948)",190822107-E02
190822107,AM106,19035053,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:24:39 PM,03/23/2019 02:27:55 PM,03/23/2019 02:54:47 PM,03/23/2019 02:56:31 PM,03/23/2019 03:06:33 PM,03/23/2019 03:21:37 PM,03/23/2019 03:28:56 PM,Code 2 Transport,03/23/2019 04:04:51 PM,STOCKTON ST/WASHINGTON ST,San Francisco,94108,B01,02,1331,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,3,1,3,Chinatown,"(37.79494068644218, -122.4080791022948)",190822107-AM106
190822107,84,19035053,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:24:39 PM,03/23/2019 02:27:55 PM,03/23/2019 02:28:22 PM,03/23/2019 02:28:27 PM,03/23/2019 02:46:06 PM,,,Code 2 Transport,03/23/2019 02:51:41 PM,STOCKTON ST/WASHINGTON ST,San Francisco,94108,B01,02,1331,2,2,2,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Chinatown,"(37.79494068644218, -122.4080791022948)",190822107-84
190822105,KM13,19035052,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:26:28 PM,03/23/2019 02:27:15 PM,03/23/2019 02:27:30 PM,03/23/2019 02:27:58 PM,03/23/2019 02:30:18 PM,03/23/2019 02:43:40 PM,03/23/2019 02:54:05 PM,Code 2 Transport,03/23/2019 03:25:15 PM,1100 Block of BUCHANAN ST,San Francisco,94115,B02,05,3426,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,5,Western Addition,"(37.78045783779161, -122.42869053909959)",190822105-KM13
190822105,E38,19035052,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:26:28 PM,03/23/2019 02:27:15 PM,03/23/2019 02:27:30 PM,03/23/2019 02:27:44 PM,03/23/2019 02:29:17 PM,,,Code 2 Transport,03/23/2019 02:35:40 PM,1100 Block of BUCHANAN ST,San Francisco,94115,B02,05,3426,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,5,Western Addition,"(37.78045783779161, -122.42869053909959)",190822105-E38
190822099,E28,19035051,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:25:15 PM,03/23/2019 02:26:30 PM,03/23/2019 02:26:50 PM,03/23/2019 02:26:59 PM,03/23/2019 02:30:30 PM,,,Code 2 Transport,03/23/2019 02:49:14 PM,300 Block of JEFFERSON ST,San Francisco,94133,B01,28,0947,3,3,3,false,,1,ENGINE,1,1,3,North Beach,"(37.80796244660135, -122.41827704497851)",190822099-E28
190822099,61,19035051,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:25:15 PM,03/23/2019 02:26:30 PM,03/23/2019 02:26:50 PM,03/23/2019 02:27:32 PM,03/23/2019 02:40:00 PM,03/23/2019 03:01:48 PM,03/23/2019 03:26:22 PM,Code 2 Transport,03/23/2019 04:10:31 PM,300 Block of JEFFERSON ST,San Francisco,94133,B01,28,0947,3,3,3,true,,1,MEDIC,2,1,3,North Beach,"(37.80796244660135, -122.41827704497851)",190822099-61
190822065,KM02,19035050,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:18:09 PM,03/23/2019 02:18:58 PM,03/23/2019 02:19:18 PM,03/23/2019 02:19:55 PM,03/23/2019 02:31:00 PM,03/23/2019 02:43:30 PM,03/23/2019 03:33:04 PM,Code 2 Transport,03/23/2019 04:09:20 PM,0 Block of CARRIZAL ST,San Francisco,94134,B09,43,6246,2,2,2,false,Non Life-threatening,1,PRIVATE,1,9,10,Visitacion Valley,"(37.70924870327154, -122.42068923210209)",190822065-KM02
190822042,KM01,19035049,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:09:48 PM,03/23/2019 02:12:57 PM,03/23/2019 02:13:21 PM,03/23/2019 02:13:48 PM,03/23/2019 02:37:06 PM,,,Patient Declined Transport,03/23/2019 03:12:06 PM,2100 Block of 20TH AVE,San Francisco,94116,B08,40,7417,3,3,3,false,Non Life-threatening,1,PRIVATE,2,8,4,Sunset/Parkside,"(37.74766834234682, -122.47701967221678)",190822042-KM01
190822042,E40,19035049,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:09:48 PM,03/23/2019 02:12:57 PM,03/23/2019 02:13:21 PM,03/23/2019 02:14:36 PM,03/23/2019 02:15:58 PM,,,Patient Declined Transport,03/23/2019 02:26:03 PM,2100 Block of 20TH AVE,San Francisco,94116,B08,40,7417,3,3,3,false,Non Life-threatening,1,ENGINE,1,8,4,Sunset/Parkside,"(37.74766834234682, -122.47701967221678)",190822042-E40
190822023,E13,19035048,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:07:21 PM,03/23/2019 02:08:03 PM,03/23/2019 02:08:24 PM,03/23/2019 02:09:27 PM,,,,Code 2 Transport,03/23/2019 02:09:54 PM,800 Block of KEARNY ST,San Francisco,94111,B01,13,1245,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,1,3,Chinatown,"(37.79577785488296, -122.4049818178887)",190822023-E13
190822023,E02,19035048,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:07:21 PM,03/23/2019 02:08:03 PM,03/23/2019 02:09:30 PM,03/23/2019 02:09:30 PM,03/23/2019 02:15:42 PM,,,Code 2 Transport,03/23/2019 02:26:03 PM,800 Block of KEARNY ST,San Francisco,94111,B01,13,1245,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,1,3,Chinatown,"(37.79577785488296, -122.4049818178887)",190822023-E02
190822023,75,19035048,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:07:21 PM,03/23/2019 02:08:03 PM,03/23/2019 02:08:24 PM,03/23/2019 02:08:32 PM,03/23/2019 02:17:18 PM,03/23/2019 02:37:16 PM,03/23/2019 02:43:25 PM,Code 2 Transport,03/23/2019 03:13:30 PM,800 Block of KEARNY ST,San Francisco,94111,B01,13,1245,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,1,3,Chinatown,"(37.79577785488296, -122.4049818178887)",190822023-75
190822012,67,19035047,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:01:34 PM,03/23/2019 02:04:54 PM,03/23/2019 02:05:43 PM,03/23/2019 02:05:49 PM,03/23/2019 02:08:38 PM,03/23/2019 02:19:13 PM,03/23/2019 02:30:25 PM,Code 3 Transport,03/23/2019 02:38:03 PM,400 Block of STANYAN ST,San Francisco,94117,B07,21,4556,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,5,1,Lone Mountain/USF,"(37.77383570345392, -122.45440670947426)",190822012-67
190822010,QRV2,19035046,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:02:58 PM,03/23/2019 02:04:40 PM,03/23/2019 02:05:15 PM,03/23/2019 02:05:22 PM,03/23/2019 02:09:21 PM,,,Code 2 Transport,03/23/2019 02:33:55 PM,4TH ST/HOWARD ST,San Francisco,94103,B03,01,2214,3,3,3,true,Potentially Life-Threatening,1,SUPPORT,2,3,6,Financial District/South Beach,"(37.78325923627178, -122.40270815394614)",190822010-QRV2
190822010,65,19035046,Medical Incident,03/23/2019,03/23/2019,03/23/2019 02:02:58 PM,03/23/2019 02:04:40 PM,03/23/2019 02:05:15 PM,03/23/2019 02:05:24 PM,03/23/2019 02:09:07 PM,03/23/2019 02:37:50 PM,03/23/2019 03:20:50 PM,Code 2 Transport,03/23/2019 03:50:36 PM,4TH ST/HOWARD ST,San Francisco,94103,B03,01,2214,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,3,6,Financial District/South Beach,"(37.78325923627178, -122.40270815394614)",190822010-65
190822004,T12,19035045,Alarms,03/23/2019,03/23/2019,03/23/2019 02:01:58 PM,03/23/2019 02:03:20 PM,03/23/2019 02:03:29 PM,03/23/2019 02:04:52 PM,,,,Fire,03/23/2019 02:08:27 PM,200 Block of ASHBURY ST,San Francisco,94117,B05,21,4514,3,3,3,false,Alarm,1,TRUCK,3,5,5,Lone Mountain/USF,"(37.773270322980416, -122.44752427924286)",190822004-T12
190822004,E21,19035045,Alarms,03/23/2019,03/23/2019,03/23/2019 02:01:58 PM,03/23/2019 02:03:20 PM,03/23/2019 02:03:29 PM,03/23/2019 02:04:16 PM,03/23/2019 02:06:39 PM,,,Fire,03/23/2019 02:12:10 PM,200 Block of ASHBURY ST,San Francisco,94117,B05,21,4514,3,3,3,true,Alarm,1,ENGINE,1,5,5,Lone Mountain/USF,"(37.773270322980416, -122.44752427924286)",190822004-E21
190822004,B05,19035045,Alarms,03/23/2019,03/23/2019,03/23/2019 02:01:58 PM,03/23/2019 02:03:20 PM,03/23/2019 02:03:29 PM,03/23/2019 02:05:06 PM,03/23/2019 02:06:41 PM,,,Fire,03/23/2019 02:12:36 PM,200 Block of ASHBURY ST,San Francisco,94117,B05,21,4514,3,3,3,false,Alarm,1,CHIEF,2,5,5,Lone Mountain/USF,"(37.773270322980416, -122.44752427924286)",190822004-B05
190821984,AM112,19035044,Medical Incident,03/23/2019,03/23/2019,03/23/2019 01:55:55 PM,03/23/2019 01:57:57 PM,03/23/2019 01:58:27 PM,03/23/2019 01:58:54 PM,03/23/2019 02:12:54 PM,03/23/2019 02:44:28 PM,03/23/2019 03:11:37 PM,Code 2 Transport,03/23/2019 04:17:21 PM,600 Block of COLUMBUS AVE,San Francisco,94133,B01,28,1334,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,1,3,North Beach,"(37.80061562136874, -122.41053462136412)",190821984-AM112
190821976,88,19035043,Medical Incident,03/23/2019,03/23/2019,03/23/2019 01:55:29 PM,03/23/2019 01:55:29 PM,03/23/2019 01:56:33 PM,03/23/2019 01:56:38 PM,03/23/2019 02:08:26 PM,03/23/2019 02:31:29 PM,03/23/2019 02:48:56 PM,Code 2 Transport,03/23/2019 03:28:02 PM,1000 Block of POLK ST,San Francisco,94109,B04,03,3121,A,2,2,true,Non Life-threatening,1,MEDIC,1,4,6,Tenderloin,"(37.786117211837905, -122.4198542456919)",190821976-88
190820974,99,19034951,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:19:57 AM,03/23/2019 09:22:56 AM,03/23/2019 09:23:08 AM,03/23/2019 09:23:13 AM,03/23/2019 09:29:55 AM,03/23/2019 09:48:19 AM,03/23/2019 10:10:15 AM,Code 2 Transport,03/23/2019 10:39:39 AM,700 Block of 29TH AV,San Francisco,94121,B07,14,7225,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,7,1,Outer Richmond,"(37.77517080019973, -122.48874256844617)",190820974-99
190820967,56,19034950,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:20:03 AM,03/23/2019 09:21:40 AM,03/23/2019 09:21:55 AM,03/23/2019 09:22:00 AM,03/23/2019 09:39:30 AM,03/23/2019 10:05:01 AM,03/23/2019 10:33:57 AM,Code 2 Transport,03/23/2019 11:03:33 AM,1800 Block of 38TH AVE,San Francisco,94122,B08,18,7573,2,2,2,true,Potentially Life-Threatening,1,MEDIC,1,8,4,Sunset/Parkside,"(37.752406353746615, -122.49683762884986)",190820967-56
190820966,KM13,19034949,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:20:38 AM,03/23/2019 09:20:38 AM,03/23/2019 09:21:02 AM,03/23/2019 09:21:27 AM,03/23/2019 09:30:12 AM,03/23/2019 10:07:15 AM,03/23/2019 10:07:30 AM,Code 3 Transport,03/23/2019 10:29:25 AM,200 Block of 13TH ST,San Francisco,94103,B02,36,5123,A,2,2,false,Non Life-threatening,1,PRIVATE,1,2,9,Mission,"(37.76972086304567, -122.4179492178342)",190820966-KM13
190820964,84,19034948,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:19:58 AM,03/23/2019 09:19:58 AM,03/23/2019 09:20:29 AM,03/23/2019 09:20:36 AM,03/23/2019 09:45:12 AM,03/23/2019 09:48:01 AM,03/23/2019 09:51:52 AM,Code 2 Transport,03/23/2019 10:28:34 AM,100 Block of TURK ST,San Francisco,94102,B03,03,1456,B,2,2,true,Non Life-threatening,1,MEDIC,1,3,6,Tenderloin,"(37.78316342713403, -122.41159927893747)",190820964-84
190820952,E03,19034947,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:14:20 AM,03/23/2019 09:15:39 AM,03/23/2019 09:15:58 AM,03/23/2019 09:17:18 AM,,,,Code 2 Transport,03/23/2019 09:21:00 AM,0 Block of VAN NESS AVE,San Francisco,94102,B02,36,3211,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,2,5,Hayes Valley,"(37.775649571409694, -122.41951254103286)",190820952-E03
190820952,64,19034947,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:14:20 AM,03/23/2019 09:15:39 AM,03/23/2019 09:15:58 AM,03/23/2019 09:16:07 AM,03/23/2019 09:17:58 AM,03/23/2019 09:38:23 AM,03/23/2019 09:52:32 AM,Code 2 Transport,03/23/2019 10:26:44 AM,0 Block of VAN NESS AVE,San Francisco,94102,B02,36,3211,3,3,3,true,Potentially Life-Threatening,1,MEDIC,1,2,5,Hayes Valley,"(37.775649571409694, -122.41951254103286)",190820952-64
190820937,E06,19034946,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:06:40 AM,03/23/2019 09:11:34 AM,03/23/2019 09:12:06 AM,03/23/2019 09:13:57 AM,03/23/2019 09:16:45 AM,,,Code 2 Transport,03/23/2019 09:37:43 AM,2600 Block of MARKET ST,San Francisco,94114,B05,06,5415,2,2,2,true,Non Life-threatening,1,ENGINE,1,5,8,Castro/Upper Market,"(37.76171222372904, -122.43780509550375)",190820937-E06
190820937,AM102,19034946,Medical Incident,03/23/2019,03/23/2019,03/23/2019 09:06:40 AM,03/23/2019 09:11:34 AM,03/23/2019 09:12:06 AM,03/23/2019 09:12:35 AM,03/23/2019 09:21:46 AM,03/23/2019 09:46:11 AM,03/23/2019 10:11:33 AM,Code 2 Transport,03/23/2019 11:00:14 AM,2600 Block of MARKET ST,San Francisco,94114,B05,06,5415,2,2,2,false,Non Life-threatening,1,PRIVATE,2,5,8,Castro/Upper Market,"(37.76171222372904, -122.43780509550375)",190820937-AM102
190820931,T03,19034945,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:08:18 AM,03/23/2019 09:08:18 AM,03/23/2019 09:08:45 AM,03/23/2019 09:09:53 AM,,,,Code 2 Transport,03/23/2019 09:12:17 AM,HYDE ST/MARKET ST,San Francisco,94103,B02,36,1551,A,3,3,false,Potentially Life-Threatening,1,TRUCK,6,2,6,Tenderloin,"(37.778719428852966, -122.41474122302222)",190820931-T03
190820931,RS1,19034945,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:08:18 AM,03/23/2019 09:08:18 AM,03/23/2019 09:08:45 AM,03/23/2019 09:09:47 AM,,,,Code 2 Transport,03/23/2019 09:12:51 AM,HYDE ST/MARKET ST,San Francisco,94103,B02,36,1551,A,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,5,2,6,Tenderloin,"(37.778719428852966, -122.41474122302222)",190820931-RS1
190820931,RC1,19034945,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:08:18 AM,03/23/2019 09:08:18 AM,03/23/2019 09:08:45 AM,03/23/2019 09:09:45 AM,,,,Code 2 Transport,03/23/2019 09:12:57 AM,HYDE ST/MARKET ST,San Francisco,94103,B02,36,1551,A,3,3,true,Potentially Life-Threatening,1,RESCUE CAPTAIN,4,2,6,Tenderloin,"(37.778719428852966, -122.41474122302222)",190820931-RC1
190820931,E36,19034945,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:08:18 AM,03/23/2019 09:08:18 AM,03/23/2019 09:08:45 AM,03/23/2019 09:08:57 AM,03/23/2019 09:10:51 AM,,,Code 2 Transport,03/23/2019 09:18:17 AM,HYDE ST/MARKET ST,San Francisco,94103,B02,36,1551,A,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,Tenderloin,"(37.778719428852966, -122.41474122302222)",190820931-E36
190820931,B02,19034945,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:08:18 AM,03/23/2019 09:08:18 AM,03/23/2019 09:08:45 AM,03/23/2019 09:11:46 AM,,,,Code 2 Transport,03/23/2019 09:14:23 AM,HYDE ST/MARKET ST,San Francisco,94103,B02,36,1551,A,3,3,false,Potentially Life-Threatening,1,CHIEF,3,2,6,Tenderloin,"(37.778719428852966, -122.41474122302222)",190820931-B02
190820931,AM108,19034945,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:08:18 AM,03/23/2019 09:08:18 AM,03/23/2019 09:08:45 AM,03/23/2019 09:09:19 AM,03/23/2019 09:11:05 AM,03/23/2019 09:41:50 AM,03/23/2019 09:52:44 AM,Code 2 Transport,03/23/2019 10:36:44 AM,HYDE ST/MARKET ST,San Francisco,94103,B02,36,1551,A,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,2,6,Tenderloin,"(37.778719428852966, -122.41474122302222)",190820931-AM108
190820909,E05,19034944,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:00:27 AM,03/23/2019 09:00:27 AM,03/23/2019 09:00:45 AM,03/23/2019 09:01:19 AM,03/23/2019 09:04:38 AM,,,Code 2 Transport,03/23/2019 09:14:00 AM,MARKET ST/SANCHEZ ST,San Francisco,94114,B05,06,5231,A,2,2,false,Non Life-threatening,1,ENGINE,1,5,8,Castro/Upper Market,"(37.76586798823674, -122.4310254732991)",190820909-E05
190820909,63,19034944,Traffic Collision,03/23/2019,03/23/2019,03/23/2019 09:00:27 AM,03/23/2019 09:00:27 AM,03/23/2019 09:00:45 AM,03/23/2019 09:01:11 AM,03/23/2019 09:11:17 AM,03/23/2019 09:27:45 AM,03/23/2019 09:50:33 AM,Code 2 Transport,03/23/2019 10:21:10 AM,MARKET ST/SANCHEZ ST,San Francisco,94114,B05,06,5231,A,2,2,true,Non Life-threatening,1,MEDIC,2,5,8,Castro/Upper Market,"(37.76586798823674, -122.4310254732991)",190820909-63
190820906,T19,19034943,Alarms,03/23/2019,03/23/2019,03/23/2019 08:57:30 AM,03/23/2019 08:59:04 AM,03/23/2019 08:59:16 AM,03/23/2019 09:00:44 AM,03/23/2019 09:04:18 AM,,,Fire,03/23/2019 09:25:28 AM,800 Block of GONZALEZ DR,San Francisco,94132,B08,19,8482,3,3,3,false,Alarm,1,TRUCK,1,8,7,Lakeshore,"(37.71751346798067, -122.48059457446064)",190820906-T19
190820906,E33,19034943,Alarms,03/23/2019,03/23/2019,03/23/2019 08:57:30 AM,03/23/2019 08:59:04 AM,03/23/2019 08:59:16 AM,03/23/2019 09:05:02 AM,03/23/2019 09:10:58 AM,,,Fire,03/23/2019 09:20:43 AM,800 Block of GONZALEZ DR,San Francisco,94132,B08,19,8482,3,3,3,true,Alarm,1,ENGINE,2,8,7,Lakeshore,"(37.71751346798067, -122.48059457446064)",190820906-E33
190820906,B09,19034943,Alarms,03/23/2019,03/23/2019,03/23/2019 08:57:30 AM,03/23/2019 08:59:04 AM,03/23/2019 08:59:16 AM,03/23/2019 08:59:53 AM,,,,Fire,03/23/2019 09:26:23 AM,800 Block of GONZALEZ DR,San Francisco,94132,B08,19,8482,3,3,3,false,Alarm,1,CHIEF,3,8,7,Lakeshore,"(37.71751346798067, -122.48059457446064)",190820906-B09
190820899,79,19034942,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:52:45 AM,03/23/2019 08:54:45 AM,03/23/2019 08:55:00 AM,03/23/2019 08:55:34 AM,03/23/2019 09:07:49 AM,03/23/2019 09:15:32 AM,03/23/2019 09:26:37 AM,Code 2 Transport,03/23/2019 09:55:28 AM,0 Block of WALLER ST,San Francisco,94102,B02,06,3416,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,5,Hayes Valley,"(37.77195114990196, -122.42453536309819)",190820899-79
190820892,RS1,19034941,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:48:23 AM,03/23/2019 08:51:06 AM,03/23/2019 08:51:21 AM,,,,,Code 2 Transport,03/23/2019 08:52:26 AM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,3,3,3,false,Potentially Life-Threatening,1,RESCUE SQUAD,3,2,6,South of Market,"(37.77779030942458, -122.41283433212864)",190820892-RS1
190820892,E01,19034941,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:48:23 AM,03/23/2019 08:51:06 AM,03/23/2019 08:51:52 AM,03/23/2019 08:51:52 AM,03/23/2019 08:53:48 AM,,,Code 2 Transport,03/23/2019 08:56:23 AM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,3,3,3,true,Potentially Life-Threatening,1,ENGINE,1,2,6,South of Market,"(37.77779030942458, -122.41283433212864)",190820892-E01
190820892,91,19034941,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:48:23 AM,03/23/2019 08:51:06 AM,03/23/2019 08:51:21 AM,03/23/2019 08:51:29 AM,03/23/2019 08:55:00 AM,03/23/2019 09:03:44 AM,03/23/2019 09:15:05 AM,Code 2 Transport,03/23/2019 09:42:36 AM,1100 Block of MISSION ST,San Francisco,94103,B02,01,2318,3,3,3,true,Potentially Life-Threatening,1,MEDIC,2,2,6,South of Market,"(37.77779030942458, -122.41283433212864)",190820892-91
190820891,E36,19034940,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:48:20 AM,03/23/2019 08:50:47 AM,03/23/2019 08:51:56 AM,03/23/2019 08:52:58 AM,03/23/2019 08:58:10 AM,,,Code 2 Transport,03/23/2019 09:07:43 AM,800 Block of LAGUNA ST,San Francisco,94102,B02,05,3412,2,2,2,true,Non Life-threatening,1,ENGINE,1,2,5,Western Addition,"(37.77880193071675, -122.42666669092071)",190820891-E36
190820891,AM104,19034940,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:48:20 AM,03/23/2019 08:50:47 AM,03/23/2019 08:51:56 AM,03/23/2019 08:52:34 AM,03/23/2019 08:59:45 AM,03/23/2019 09:52:42 AM,03/23/2019 10:04:17 AM,Code 2 Transport,03/23/2019 10:41:57 AM,800 Block of LAGUNA ST,San Francisco,94102,B02,05,3412,2,2,2,false,Non Life-threatening,1,PRIVATE,2,2,5,Western Addition,"(37.77880193071675, -122.42666669092071)",190820891-AM104
190820880,89,19034939,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:45:52 AM,03/23/2019 08:47:44 AM,03/23/2019 08:48:03 AM,03/23/2019 08:48:11 AM,03/23/2019 08:54:20 AM,03/23/2019 09:02:45 AM,03/23/2019 09:25:22 AM,Code 2 Transport,03/23/2019 09:54:16 AM,0 Block of MESA ST,Presidio,94129,B99,51,4626,2,2,2,true,Non Life-threatening,1,MEDIC,1,7,2,Presidio,"(37.79830246211219, -122.45715904610022)",190820880-89
190820874,E01,19034938,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:45:10 AM,03/23/2019 08:45:49 AM,03/23/2019 08:46:03 AM,03/23/2019 08:47:37 AM,03/23/2019 08:49:31 AM,,,Code 2 Transport,03/23/2019 08:51:48 AM,900 Block of HOWARD ST,San Francisco,94103,B03,01,2252,3,3,3,true,Potentially Life-Threatening,1,ENGINE,2,3,6,South of Market,"(37.780347549238506, -122.40648796780864)",190820874-E01
190820874,AM106,19034938,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:45:10 AM,03/23/2019 08:45:49 AM,03/23/2019 08:46:03 AM,03/23/2019 08:46:35 AM,03/23/2019 08:49:29 AM,03/23/2019 08:57:12 AM,03/23/2019 09:14:11 AM,Code 2 Transport,03/23/2019 09:45:19 AM,900 Block of HOWARD ST,San Francisco,94103,B03,01,2252,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,1,3,6,South of Market,"(37.780347549238506, -122.40648796780864)",190820874-AM106
190820850,E19,19034937,Medical Incident,03/23/2019,03/23/2019,03/23/2019 08:38:02 AM,03/23/2019 08:39:24 AM,03/23/2019 08:40:04 AM,03/23/2019 08:42:09 AM,03/23/2019 08:45:58 AM,,,Code 2 Transport,03/23/2019 09:03:11 AM,100 Block of CORONA ST,San Francisco,94127,B09,19,8442,3,3,3,true,Non Life-threatening,1,ENGINE,1,9,7,West of Twin Peaks,"(37.724406155326314, -122.46637586663492)",190820850-E19
